DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES,SYMBOL
2019-12-03,EQ,341.0,342.95,333.35,338.5,336.5,336.25,337.9,373.8,244.35,26482178,8948352639.9,180722,SBIN
2019-12-02,EQ,343.9,344.35,336.2,341.85,339.5,338.5,339.3,373.8,244.35,20648850,7006117201.45,142680,SBIN
2019-11-29,EQ,348.85,348.85,340.6,349.3,342.0,341.85,344.22,373.8,244.35,23081823,7945313602.85,182304,SBIN
2019-11-28,EQ,346.85,351.0,344.5,343.55,349.1,349.3,348.23,373.8,244.35,42538227,14813293400.95,266107,SBIN
2019-11-27,EQ,335.95,345.55,334.05,335.5,345.1,343.55,338.92,373.8,244.35,33971305,11513585817.45,208212,SBIN
2019-11-26,EQ,338.0,340.0,332.6,336.1,335.4,335.5,337.0,373.8,244.35,36464072,12288430644.75,206190,SBIN
2019-11-25,EQ,329.0,337.5,328.35,329.3,336.0,336.1,333.83,373.8,244.35,27561300,9200905484.85,174615,SBIN
2019-11-22,EQ,331.45,333.8,328.25,331.35,329.35,329.3,330.33,373.8,244.35,28974967,9571164196.0,142825,SBIN
2019-11-21,EQ,329.25,332.85,326.55,328.8,331.95,331.35,330.65,373.8,244.35,34116162,11280549149.6,220874,SBIN
2019-11-20,EQ,332.0,332.5,325.1,330.4,327.8,328.8,328.72,373.8,244.35,29972583,9852581076.45,169277,SBIN
2019-11-19,EQ,325.8,331.8,322.1,325.1,331.4,330.4,327.4,373.8,244.35,41372145,13545297710.2,225870,SBIN
2019-11-18,EQ,324.0,329.85,323.75,321.9,324.95,325.1,326.69,373.8,244.35,39009263,12744126197.95,266937,SBIN
2019-11-15,EQ,312.0,323.7,310.05,306.0,322.95,321.9,318.93,373.8,244.35,95199897,30361910040.35,508263,SBIN
2019-11-14,EQ,306.95,309.5,299.7,306.8,306.25,306.0,304.73,373.8,244.35,43617772,13291632583.3,230195,SBIN
2019-11-13,EQ,316.05,318.6,305.65,318.25,306.85,306.8,312.08,373.8,244.35,32675829,10197352105.4,243915,SBIN
2019-11-11,EQ,314.7,319.65,313.1,316.0,318.85,318.25,316.64,373.8,244.35,20491942,6488611926.1,173967,SBIN
2019-11-08,EQ,316.2,321.0,314.5,318.15,316.35,316.0,317.47,373.8,244.35,25423362,8071058812.65,175265,SBIN
2019-11-07,EQ,318.25,323.3,316.8,317.55,318.05,318.15,319.56,373.8,244.35,33926772,10841795640.15,232988,SBIN
2019-11-06,EQ,318.95,318.95,314.0,319.2,317.5,317.55,316.95,373.8,244.35,32157080,10192265347.35,201117,SBIN
2019-11-05,EQ,313.9,322.0,312.8,314.3,319.0,319.2,318.8,373.8,244.35,50080853,15965706968.85,324664,SBIN
2019-11-04,EQ,316.0,319.0,312.35,313.55,314.0,314.3,315.6,373.8,244.35,31535656,9952586227.25,222448,SBIN
2019-11-01,EQ,312.4,315.0,308.6,312.4,313.6,313.55,312.59,373.8,244.35,44894016,14033199010.9,306655,SBIN
2019-10-31,EQ,293.35,317.8,292.75,289.9,312.5,312.4,307.08,373.8,244.35,128449327,39443633461.05,656753,SBIN
2019-10-30,EQ,283.0,291.0,279.25,280.65,290.4,289.9,286.86,373.8,244.35,51469048,14764266108.2,306035,SBIN
2019-10-29,EQ,283.15,285.0,278.55,281.8,280.8,280.65,282.21,373.8,244.35,51033578,14402275121.35,272560,SBIN
2019-10-27,EQ,284.95,284.95,280.25,281.55,281.3,281.8,282.94,373.8,244.35,12185529,3447723848.95,98481,SBIN
2019-10-25,EQ,265.8,284.15,263.55,262.5,282.35,281.55,276.42,373.8,244.35,105518180,29166864833.55,598440,SBIN
2019-10-24,EQ,276.0,277.65,248.65,275.45,263.05,262.5,266.02,373.8,244.35,63943183,17009984318.95,434945,SBIN
2019-10-23,EQ,270.75,277.8,268.65,270.5,275.35,275.45,274.85,373.8,244.35,31789622,8737276546.0,209460,SBIN
2019-10-22,EQ,270.4,275.0,268.5,269.65,270.35,270.5,272.33,373.8,244.35,27574295,7509443390.8,187557,SBIN
2019-10-18,EQ,264.4,271.35,263.2,265.45,269.2,269.65,268.5,373.8,244.35,33203721,8915263047.7,203094,SBIN
