DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES,SYMBOL
2019-08-28,EQ,189.0,192.6,184.2,191.85,184.7,185.05,188.12,299.75,177.7,10791130,2030063395.75,99248,COALINDIA
2019-08-27,EQ,190.0,194.25,189.0,188.75,191.75,191.85,192.29,299.75,177.7,11357212,2183901971.8,157202,COALINDIA
2019-08-26,EQ,191.0,191.9,182.55,188.0,188.6,188.75,185.95,299.75,177.7,8851543,1645958305.15,116815,COALINDIA
2019-08-23,EQ,180.85,189.4,180.15,180.85,187.8,188.0,185.04,299.75,177.7,11447263,2118219566.35,104146,COALINDIA
2019-08-22,EQ,188.0,188.45,177.7,188.8,181.1,180.85,182.07,299.75,177.7,13370852,2434481303.2,105683,COALINDIA
2019-08-21,EQ,195.0,195.45,188.1,195.3,188.65,188.8,191.74,299.75,188.1,10788976,2068652187.05,102946,COALINDIA
2019-08-20,EQ,199.4,199.5,194.4,198.95,195.15,195.3,195.64,299.75,193.1,7496337,1466570445.8,67123,COALINDIA
2019-08-19,EQ,202.7,203.1,198.55,201.95,198.9,198.95,200.94,299.75,193.1,5848151,1175118090.6,54185,COALINDIA
2019-08-16,EQ,200.0,202.85,199.7,200.5,202.1,201.95,201.53,299.75,193.1,12556891,2530608174.85,102526,COALINDIA
2019-08-14,EQ,208.5,208.5,195.65,203.75,199.9,200.5,200.9,299.75,193.1,16687905,3352566612.05,113299,COALINDIA
2019-08-13,EQ,207.9,211.45,202.5,207.6,204.5,203.75,207.26,299.75,193.1,6907370,1431601204.75,72118,COALINDIA
2019-08-09,EQ,213.9,214.0,207.0,211.85,207.3,207.6,209.45,299.75,193.1,7027377,1471903930.95,63632,COALINDIA
2019-08-08,EQ,206.15,213.3,204.85,206.1,212.0,211.85,209.62,299.75,193.1,8622272,1807359587.0,104449,COALINDIA
2019-08-07,EQ,204.2,209.1,201.75,205.1,206.05,206.1,205.84,299.75,193.1,9270695,1908258015.35,104071,COALINDIA
2019-08-06,EQ,198.55,207.75,198.55,200.6,204.2,205.1,205.4,299.75,193.1,12536563,2575072231.35,183621,COALINDIA
2019-08-05,EQ,196.0,202.9,193.1,197.2,200.3,200.6,199.16,299.75,193.1,8942376,1780934930.25,138319,COALINDIA
2019-08-02,EQ,200.9,201.05,195.35,202.45,196.9,197.2,197.59,299.75,195.35,6376599,1259931476.2,82439,COALINDIA
2019-08-01,EQ,205.25,205.25,200.5,204.45,201.85,202.45,202.25,299.75,197.05,6018424,1217200538.05,73510,COALINDIA
2019-07-31,EQ,199.2,206.0,197.05,199.55,203.8,204.45,201.92,299.75,197.05,10992207,2219600619.5,94536,COALINDIA
2019-07-30,EQ,205.6,206.8,198.0,205.4,198.2,199.55,203.18,299.75,198.0,10527314,2138964659.7,91615,COALINDIA
2019-07-29,EQ,210.65,212.6,204.5,210.65,205.5,205.4,207.5,299.75,204.5,11715160,2430838934.8,80608,COALINDIA
2019-07-26,EQ,209.0,212.95,205.5,209.05,210.65,210.65,209.01,299.75,205.5,10490177,2192603947.3,65188,COALINDIA
2019-07-25,EQ,217.65,217.65,208.1,216.85,209.6,209.05,212.11,299.75,208.1,19251346,4083308111.4,130059,COALINDIA
2019-07-24,EQ,218.4,219.45,215.4,218.05,216.5,216.85,216.98,299.75,211.4,4877895,1058384738.55,69272,COALINDIA
2019-07-23,EQ,222.0,222.9,217.0,221.4,218.4,218.05,220.35,299.75,211.4,4983571,1098121047.1,76949,COALINDIA
2019-07-22,EQ,222.8,223.15,216.35,221.9,221.4,221.4,220.17,299.75,211.4,5607789,1234650251.95,68920,COALINDIA
2019-07-19,EQ,222.0,224.05,217.4,220.3,222.1,221.9,220.71,299.75,211.4,19100281,4215697325.65,123138,COALINDIA
2019-07-18,EQ,230.0,230.9,219.5,230.0,219.95,220.3,223.26,299.75,211.4,8729774,1949031316.0,88455,COALINDIA
2019-07-17,EQ,232.0,234.15,229.0,232.8,230.0,230.0,230.23,299.75,211.4,5404435,1244274778.15,45731,COALINDIA
2019-07-16,EQ,229.45,233.65,229.35,230.4,232.4,232.8,231.62,299.75,211.4,3739400,866107737.15,71979,COALINDIA
2019-07-15,EQ,231.0,231.7,228.25,231.25,229.45,230.4,230.03,299.75,211.4,3265924,751268342.3,38408,COALINDIA
2019-07-12,EQ,234.9,236.35,229.3,234.9,230.5,231.25,233.18,299.75,211.4,6741721,1572023639.9,53167,COALINDIA
2019-07-11,EQ,235.0,235.75,232.6,233.35,235.1,234.9,234.08,299.75,211.4,4033341,944108139.85,36580,COALINDIA
2019-07-10,EQ,231.4,234.5,230.05,229.6,233.5,233.35,232.73,299.75,211.4,5900374,1373199429.15,54761,COALINDIA
2019-07-09,EQ,232.5,235.2,228.2,232.4,229.55,229.6,232.28,299.75,211.4,9158261,2127278107.2,92445,COALINDIA
2019-07-08,EQ,241.4,241.45,230.45,241.9,232.5,232.4,234.48,299.75,211.4,4588708,1075944843.45,55830,COALINDIA
2019-07-05,EQ,251.5,253.2,240.85,251.1,241.5,241.9,245.43,299.75,211.4,4271783,1048429020.85,45944,COALINDIA
2019-07-04,EQ,251.35,252.85,249.45,250.95,251.35,251.1,251.32,299.75,211.4,2555817,642327236.1,38667,COALINDIA
2019-07-03,EQ,252.7,254.15,250.3,252.7,251.35,250.95,252.0,299.75,211.4,2828456,712777021.1,51817,COALINDIA
2019-07-02,EQ,248.3,253.0,247.1,249.25,252.6,252.7,251.11,299.75,211.4,3955456,993271796.55,49821,COALINDIA
2019-07-01,EQ,254.25,256.4,248.0,253.8,249.25,249.25,251.15,299.75,211.4,4839632,1215473398.65,41617,COALINDIA
